Books,Clothing,Electronics,Home
0,10138,0,3546
0,2733,0,0
0,9902,6375,6690
0,2171,0,2704
6088,6602,1888,0
2933,0,3984,4970
0,0,1405,3345
3879,5120,373,8701
5368,2944,1107,4773
4125,4703,5438,8525
1838,0,8120,5099
0,2917,12896,0
2898,0,2111,0
502,0,1187,8966
7401,235,6506,5592
1778,0,0,0
0,4004,1417,3102
1828,7760,2765,7192
5180,10841,0,7598
12643,5821,1768,1091
0,5768,6479,2579
4007,8155,10722,0
0,212,0,4613
4505,2719,20406,3416
8114,3986,9000,0
360,0,0,4719
3001,1625,0,0
8042,1144,0,12699
6637,3196,8973,11857
15496,1816,0,2411
2904,5574,1625,5361
6246,0,1341,14369
6481,6710,4312,0
3904,0,0,998
0,0,6317,4056
456,400,4587,7434
0,514,0,3249
3721,1055,1723,0
3648,2480,0,3207
5248,4567,0,1799
2837,1377,0,10438
4003,8915,0,3098
0,0,0,3583
0,1864,4276,1505
10093,2255,1223,808
0,5589,13161,4189
11371,2602,0,0
3994,4400,5082,4308
0,6000,4029,7385
8345,164,2811,6797
3560,0,12014,10838
7746,7128,2935,0
3796,1367,0,10019
0,579,8556,4406
0,2126,3322,3376
6158,3581,10211,3074
3151,0,5048,5243
0,5934,2008,0
5006,1599,5316,6417
5613,0,0,6963
9244,2472,0,3502
2381,3165,0,10882
2431,5440,0,3100
6556,9175,5683,619
4126,13633,2670,0
7043,0,6168,4853
3885,0,642,0
0,2982,3256,4688
4619,3202,0,0
904,0,0,3385
0,1783,12105,3489
715,4469,3957,5015
0,0,6482,915
3750,0,0,6379
0,10101,2227,0
0,3598,0,7663
0,1071,4003,3448
8311,7546,0,0
453,6880,13386,10290
0,2366,6230,10093
1003,0,449,358
2110,5391,3745,0
2673,4895,1950,1586
0,1027,3775,1731
11920,14169,1661,4860
497,1359,12291,3729
0,0,0,3857
1772,0,0,0
3359,7759,2342,0
7000,0,4825,4491
8206,6994,4865,2791
2563,6607,3894,4050
0,10578,6888,1834
9002,5088,4640,2931
2885,0,0,6623
3135,1053,5924,7434
5461,0,4499,4239
2153,1487,10137,0
533,2450,8916,5531
3817,3200,0,0
0,4668,4902,0
0,9605,5692,0
5220,3315,4689,7251
6114,0,10907,13184
0,2585,2849,4774
2410,0,0,1829
5208,2623,0,3665
3687,0,732,7939
0,0,7644,2093
0,7545,5032,10446
6620,0,1257,0
1957,4657,5594,0
8418,3037,0,4532
7920,3365,0,0
3621,5803,0,9896
0,3517,0,0
4915,1581,0,5068
208,2049,0,831
3199,2143,11946,7278
4612,0,1852,11463
0,251,10202,13267
0,2547,0,0
7846,1053,5134,4723
0,2081,5915,8221
6216,0,4243,0
4290,4256,0,0
0,7978,6223,3009
1409,2434,6170,534
952,330,6368,5614
0,2200,5917,5144
2322,7364,7799,3998
0,0,2100,1487
3700,0,9242,4574
365,3170,1890,4488
4351,5019,540,3948
1942,0,0,8857
0,0,0,4413
5027,0,0,0
1297,0,0,683
1028,5559,2615,4767
1165,2919,2318,0
5914,0,694,5829
2350,12741,9161,7776
1796,7971,3899,8180
3412,0,4336,4055
0,4448,0,0
7246,7876,8891,3670
4004,0,2681,12973
16085,5804,2532,2703
3249,280,1326,0
1746,0,1826,3941
5129,0,3951,2593
2631,4288,4559,8952
881,6741,331,1493
2534,6042,5686,0
0,492,3487,7533
3853,0,8493,5324
4130,2506,7645,0
4197,0,621,2542
4092,1751,4488,3320
2108,14635,0,1895
0,8512,0,1121
1750,2293,3233,4346
758,0,5639,0
1650,490,0,4078
3432,324,1080,1178
0,4938,0,6585
0,4122,4744,4479
2374,3797,5988,2984
1159,0,0,3851
7491,6795,6274,0
4556,0,2444,0
0,695,3778,5171
0,0,5198,0
3905,4864,4581,4693
10537,0,7591,0
849,2191,0,0
1342,0,4376,0
7339,3350,1453,1443
0,7957,732,6145
7690,0,7102,3193
0,653,0,1250
6751,4225,2254,8595
1916,4659,4401,4069
1968,3607,3115,3612
933,1100,6587,5074
6278,0,4946,7845
0,5822,10410,569
0,0,4546,12559
464,1191,570,0
10681,1661,5948,0
0,3325,4002,7066
8251,3764,8004,4241
17041,9174,0,4362
0,1167,8597,5971
2136,731,3602,265
0,6024,0,0
5121,1214,9363,780
0,869,4925,0
10358,2416,4569,0
456,10179,4863,570
2175,1452,4904,0
4171,4894,0,0
0,0,333,7735
0,0,1374,11282
4863,9347,0,0
4053,4085,182,5514
4466,5275,7275,0
7036,4285,0,4356
12850,0,920,0
0,0,905,2268
5623,3383,4574,0
5785,4938,2905,6047
0,5292,0,5096
5143,8937,2459,4373
0,2534,12239,0
4220,3166,7672,0
7934,4531,0,0
0,363,0,0
0,0,4286,0
6128,9074,0,3406
2557,2609,3899,0
8567,2619,1627,0
2850,2314,8173,2130
0,0,3110,3349
7326,3823,6492,3418
0,3850,2622,6849
9771,1751,0,4541
0,13564,4113,3258
2696,0,0,0
4821,2378,3781,515
3570,8479,0,8185
4396,4747,2813,4292
988,3198,0,871
4083,0,2976,4596
0,6649,3220,0
1179,4995,3101,0
0,4091,3123,7666
1246,0,5391,4353
5737,6810,8359,2375
0,5073,8149,0
9669,8627,0,4042
0,5878,3398,0
0,0,2666,0
3218,0,7910,1405
7184,12768,4786,0
3454,14828,744,0
3127,2702,1676,4569
1839,0,12878,3756
2989,2537,3783,10031
2858,3242,0,6186
0,1543,6489,5375
4851,5594,0,4819
0,2270,6633,4161
0,0,6773,3064
7821,10182,3682,3565
614,0,0,0
0,0,5368,0
0,0,2446,1529
3243,5857,4388,11032
7011,0,1341,0
5177,11334,9769,0
1137,0,4580,2407
4904,3472,458,0
2615,1763,1256,8574
16845,8575,0,3272
0,2509,1237,8884
2069,0,1364,2185
742,0,0,4251
3537,4610,4147,4456
5134,12457,3078,0
5251,5184,1467,0
2422,5174,4305,3936
0,9229,0,2024
4916,0,0,0
0,4377,11746,0
11193,0,0,4674
4999,4218,4013,2563
4505,0,3177,0
3064,4871,0,2470
4658,2030,0,0
0,0,6512,0
0,5810,11910,7651
1337,6697,0,0
0,0,5640,4510
6129,927,8061,0
936,2395,1130,1888
0,12691,0,12263
1134,0,2170,0
3938,0,919,1296
4964,7296,9766,1089
919,0,2167,0
1005,0,0,2655
3314,0,0,7642
0,0,3588,4254
1582,1908,7836,0
5904,4787,4775,2030
8143,7486,3742,12141
7808,8390,3019,3507
6088,812,4808,5085
315,5075,3262,6246
430,2675,207,1405
6287,0,0,0
5314,1914,4399,0
10837,0,4241,0
4204,1803,0,0
0,676,812,0
1690,290,0,1335
0,0,9122,2436
913,3683,8416,0
0,2656,4822,4802
0,1636,0,4841
6528,8300,6062,3451
4096,3592,0,3696
7651,0,4174,1088
1197,6929,4172,0
3252,2872,0,0
2734,8658,3345,0
2978,220,5237,0
242,3584,12811,3417
0,0,4476,9492
3541,0,5493,1367
4187,0,7301,4471
4129,361,3504,0
1400,6075,6253,0
0,3399,0,5246
0,9144,0,9587
756,0,0,9704
0,6428,7583,0
0,5095,0,1594
9645,0,3336,4582
1349,7559,7751,0
0,0,3824,8058
1058,5415,5428,6508
5532,0,12035,9663
8901,5172,13944,4211
3719,0,5121,10203
3469,1482,0,5082
4371,0,0,6812
10596,2042,4723,0
0,12881,0,5033
0,3040,8821,1868
1032,1666,0,6804
2045,4885,3424,792
0,6366,0,967
3471,5203,0,1972
4232,5162,11527,2950
4415,3353,4188,7180
0,2930,0,2149
9567,2676,2108,2406
0,3024,10049,0
3856,3909,7133,1231
5420,0,1057,2635
1158,3139,0,650
2394,0,0,0
0,0,1366,5248
439,6157,8956,9151
3365,4586,0,2840
0,6255,6390,11291
2868,0,4022,0
8474,0,0,1693
2157,0,5107,11350
4045,0,2961,4291
4532,446,726,0
1011,1783,2736,8203
495,4729,1717,0
0,7678,0,0
0,3371,9530,0
14335,5029,0,3042
8936,1889,741,1730
4102,0,2219,8503
6071,2415,0,0
10822,1264,5311,0
3590,2189,6309,11442
455,2134,6494,2141
0,3597,2132,6680
0,0,5151,2816
714,6899,3926,3987
4017,0,0,0
8754,12033,4460,3461
5734,4660,1752,682
0,2673,12289,0
0,6725,9864,12105
1205,0,1136,5295
4018,0,4156,0
4343,0,5195,0
7073,2887,0,4025
3947,2228,0,0
8463,1497,5034,1789
0,0,3647,5543
8543,0,2853,7364
0,4039,0,351
0,4768,4427,5152
0,5009,1558,1945
0,7113,6837,2312
0,10250,0,1796
442,6679,0,0
2480,3934,2288,6254
0,6902,0,0
1015,4058,3322,7757
2727,7492,7030,0
2430,4031,0,4335
4548,4134,7536,561
4376,6934,0,0
0,0,0,3116
0,0,0,449
2196,0,3356,0
7548,8031,2214,0
2865,4283,4611,3642
5309,0,6830,4733
0,1226,0,10842
2568,4184,4532,3492
5020,3621,9861,0
5906,0,6363,0
7095,7234,0,5432
1516,10441,0,0
0,9965,3313,1816
3414,0,6882,1668
1229,15842,9571,7511
4340,1833,0,4674
3713,0,3242,7189
11544,4978,1855,8419
543,0,3368,0
2708,16757,6832,4834
5555,2071,0,3703
8312,3752,0,0
4578,8425,3229,5007
3429,4409,6833,0
0,0,1730,3128
4565,2184,0,4199
0,3055,779,2447
1079,0,2099,4746
7037,8109,0,1140
0,1234,3895,8965
2332,0,0,4250
0,3543,0,485
0,8722,9112,4434
1942,0,3092,1902
7490,0,3563,5661
2948,4710,7655,0
4644,5819,8439,1974
2095,0,4272,7966
720,2424,10978,5177
0,6941,6159,7569
1367,0,4761,1161
5099,2472,0,1855
4781,857,0,5342
5011,3626,5183,12368
14131,2907,4913,7075
3018,1487,1447,859
5132,3260,3890,4765
0,11428,9702,0
11841,0,5382,0
2994,12434,9554,0
6195,3926,1134,1398
3219,2150,2731,5207
4530,2489,15966,4375
4311,8258,4680,2401
5285,7669,8426,0
4142,0,11681,7720
5197,0,0,2734
4932,2756,2232,992
0,6385,1374,1060
0,2966,1897,3684
5269,3037,5779,2715
0,0,565,0
0,0,7528,10153
5725,1800,6949,0
627,8674,0,0
0,5737,2034,1928
9996,0,4347,5692
4781,0,4277,9471
6975,1308,3191,0
0,6025,4560,0
0,2443,5518,5638
0,7895,0,532
2637,4713,2253,7806
0,6880,0,1007
4999,3083,7762,2250
4468,0,0,5109
0,3406,4900,10414
8169,5914,1418,0
3083,2888,0,542
5581,1845,0,3151
0,3035,0,1200
2779,0,10382,0
0,7143,2316,8124
2719,0,0,4768
14340,0,2411,2537
3848,914,6488,0
774,8477,1736,8464
14553,0,18989,1143
0,9471,7247,3001
0,3518,0,0
0,0,4244,2217
0,5499,0,5370
2667,2458,3750,2891
313,464,2301,9201
0,1729,10017,1509
3302,6161,5381,5467
0,2929,3585,6091
0,10128,5644,524
824,0,0,1367
7649,0,8702,9039
2378,0,1159,2056
3213,3889,2710,0
0,2872,0,0
4540,4854,4214,0
8303,0,6573,596
1043,464,6694,9086
0,4095,6033,4527
13251,8211,0,5094
862,6945,1252,3242
2199,0,0,0
7385,0,2605,7681
0,0,14095,7363
8755,6905,2280,0
1284,0,2515,3221
3790,0,3617,0
4908,7879,0,0
0,4245,0,4121
0,7434,9472,0
0,4387,0,0
3934,1494,5140,5916
0,9252,0,7787
0,14415,0,2766
4552,1576,3216,5267
3745,2624,0,2961
8565,0,2470,0
1942,0,0,2350
4270,7094,0,3915
8467,0,406,0
2463,3758,3317,5250
0,7482,0,2850
0,3185,0,0
1534,7603,0,3726
4115,668,3029,673
0,5759,1676,4673
4412,3429,0,5121
6380,3899,0,9882
7783,4569,3582,0
0,0,0,1097
0,3565,2364,4174
0,4209,1889,0
0,5991,0,0
4930,0,904,5224
0,694,1789,2934
0,2283,0,2733
5214,0,8768,5698
0,2445,1318,3209
8815,8579,2718,0
3522,2983,3557,0
0,5543,4027,0
308,3240,1117,3269
3489,0,0,3789
4386,0,3631,7583
0,3074,0,4057
0,8022,3297,4291
2107,0,6150,4530
0,4738,1274,2765
0,2213,4858,1419
2583,4575,2102,0
3733,0,4384,0
1897,4195,3262,0
4262,1332,8741,2099
1471,0,3421,4841
9636,3023,0,0
901,0,5411,0
7503,1121,3612,1223
2849,0,4602,4969
2500,3612,2608,4042
1414,0,4310,8150
0,4598,2486,4669
5128,7111,4456,0
0,4466,8444,0
3554,0,1999,9370
0,0,2661,0
0,2726,2944,3990
5251,3138,0,9510
588,4133,3081,6150
7603,2002,3583,10079
6424,2032,1613,0
0,3214,9483,3320
2051,0,3579,5767
5121,5712,8378,2482
3132,5727,4514,7406
4826,546,0,5601
7431,4067,3600,3677
0,7065,4030,0
1509,3852,5060,2446
0,1823,11546,721
2301,5060,0,7036
2434,4695,0,4419
1178,3031,3347,0
5797,3561,7478,2481
7689,11961,0,12733
2342,4504,0,3326
0,9286,2900,324
1117,9910,0,4144
4484,0,4071,7441
3642,4570,0,0
12814,0,3529,0
2052,2372,1492,0
2516,4806,3591,0
0,3285,3566,0
0,5150,3736,4772
2039,0,343,2145
0,5094,2306,3212
4931,438,0,0
0,3892,0,3087
525,3899,1389,3931
0,647,5447,0
0,4860,0,0
0,4337,4667,563
4567,3077,1997,7319
4327,15916,7254,5635
5187,0,5124,5804
1807,516,3003,6803
4231,14575,0,3557
4741,4265,0,2581
0,8378,8335,1961
1093,0,0,10496
2702,6206,0,455
0,0,2509,407
1917,2398,0,7973
5970,1644,8843,16276
6548,2036,0,0
4007,7666,0,0
0,0,2009,9063
3995,0,3032,3398
3757,3514,4802,0
3801,8706,8116,4850
2353,3719,5605,0
0,8540,3828,0
7046,3417,0,1020
6280,10828,0,0
0,4323,327,3769
0,7518,7141,4928
4127,10915,0,9816
850,17847,0,3273
1001,10957,6887,8257
0,9543,4216,3915
1928,4662,12563,1533
9283,11519,3558,0
3227,3483,3406,9509
408,3705,4768,3873
2242,7102,6613,0
5054,5988,687,7811
7443,0,0,0
6212,0,0,0
388,1576,1996,6896
3188,0,879,5400
0,1270,1390,1358
260,2580,230,11561
4013,8851,10666,4797
1427,486,0,4135
2330,12029,0,7413
0,8933,3850,0
8936,3804,3662,0
4828,3874,4406,2475
0,0,4080,3330
6864,4501,0,6752
321,11860,5482,0
0,0,609,839
4102,498,5053,14542
3014,0,4332,2012
4290,4988,6619,9199
2244,658,14648,2664
3942,0,5634,9333
3766,2923,6765,1591
9625,6877,4436,0
0,0,7799,14036
1064,0,762,7144
0,2422,5110,4239
8521,4402,688,0
2705,12659,0,0
3405,7511,4626,0
1989,0,688,0
5323,4883,0,3228
0,8520,3267,2962
0,4445,5271,0
8855,0,4625,0
6724,4237,4065,0
1364,0,4485,4854
0,13086,7172,0
0,1896,0,2810
0,0,5820,2842
5345,6040,0,5180
0,5073,694,0
3911,1409,4725,2693
4043,0,7027,0
8788,11261,267,3496
0,0,1805,288
2700,2733,0,831
4737,0,10334,0
0,14161,0,6887
0,13228,3896,6441
830,0,9597,3153
4714,8570,0,4828
5263,4373,0,4862
0,2613,8400,2539
2828,6904,0,1522
1999,8016,0,0
3407,3320,4901,4985
0,6363,2373,3443
5178,0,3123,1627
8316,2953,892,794
0,12684,6114,4315
4632,305,864,0
3233,4719,3666,0
0,7984,3103,0
11970,1491,1324,11413
1926,2560,0,4860
4583,15789,2014,0
5307,6569,6206,4989
11292,3436,0,2941
5921,1387,0,7145
0,10832,3710,3699
11481,0,1654,6256
11817,0,4154,816
0,3925,0,2650
4587,6370,4761,9551
2060,15882,3165,2172
4654,0,6517,0
2355,4470,0,1899
4970,0,0,0
5291,0,8314,3707
0,0,6013,0
2596,1868,5146,4548
665,0,8383,3460
14605,0,0,0
2949,0,8341,6353
0,1389,3416,0
0,0,2075,0
9240,0,5287,411
1989,0,0,467
5387,3156,4369,4937
4863,3927,0,1041
4012,4045,3688,3809
0,3304,1033,0
5092,8292,117,0
644,1347,0,7268
4051,18269,986,7602
9982,0,3609,4826
6236,920,0,0
0,984,2204,0
2015,0,0,7044
0,0,7023,591
0,7489,2798,5081
12392,0,3998,3081
0,3730,0,2817
5350,1890,0,0
1479,5867,0,0
433,2437,1354,3007
5792,0,1929,9797
0,2967,0,4363
0,1519,1568,4462
3420,0,1447,0
1925,0,5823,4578
3833,0,1237,2455
0,10018,3380,4501
0,0,6289,0
13089,11492,8172,5966
5124,5024,18796,4911
4969,6304,0,490
6000,0,3670,0
4395,4019,0,9377
847,2704,0,1335
1602,0,3864,0
2776,0,6191,6621
0,3572,6024,1343
8402,2176,10710,0
6050,6195,2320,7117
4898,0,4895,8113
0,4402,2291,0
2886,4859,4324,0
3739,7725,4986,0
3467,0,4311,0
2237,7611,0,397
5632,10684,2697,8342
7821,9867,0,4181
0,8599,3412,0
1315,0,0,0
0,4027,0,0
0,2181,4433,0
14692,0,3898,3041
2442,1848,3121,0
4862,7064,9684,7498
3579,0,0,6604
1788,5290,6243,0
4361,4225,4406,4332
1843,0,1560,4187
1932,3958,2130,683
4454,9973,4328,4120
0,6460,4310,0
5096,4792,6615,14687
4274,5128,0,5799
0,5730,5089,1035
462,0,1113,708
925,1228,5304,376
5124,991,7076,17143
0,3668,7164,3197
0,6171,3323,0
4918,6729,3896,4528
0,9495,4311,3038
4024,5394,7023,2833
1396,1859,5893,220
20353,0,5043,5739
0,0,545,0
12625,10195,2166,1355
3790,1847,0,5234
866,5798,5112,0
1567,3058,1151,2282
13871,7535,11096,0
1305,0,0,8157
2953,0,0,0
3622,4088,3466,0
2619,2042,1947,0
2766,0,0,8446
3723,4185,2147,0
1815,0,0,5647
3520,1050,4113,13589
0,9136,7844,0
0,0,2668,4353
3463,0,6246,560
0,1392,4631,3859
891,0,11756,3208
0,2261,0,3379
0,5539,8771,10882
10116,0,670,4556
1129,3623,2340,0
1031,0,1522,5395
0,7167,0,7457
12598,0,10572,6699
8004,1561,2247,0
1399,3193,4576,1335
0,2481,4394,0
1855,1990,3610,3034
390,3321,5137,6290
6529,1348,7007,5992
8452,0,4145,0
9361,3822,5251,4964
12613,0,11865,7347
7236,624,0,0
1385,390,2420,0
7550,0,0,0
10297,9484,0,0
0,0,4486,0
0,814,4722,0
7844,4666,797,187
2379,1429,0,5251
3603,709,0,1699
4923,523,11519,3778
4796,0,4451,1702
0,6538,3867,5050
5492,3293,0,4851
0,2713,9279,1172
0,1675,4925,7496
0,0,2221,2725
0,1422,4422,6705
9685,4401,7849,1919
9437,3229,6754,2452
2232,5360,4465,4878
5114,11889,0,1755
1865,0,0,14649
0,564,548,12532
0,0,0,7338
3572,0,510,8822
12800,2186,3642,7263
1985,11880,4339,607
0,4167,0,3774
0,0,8932,0
2682,7380,7656,6182
1695,11953,5233,2361
0,0,4067,1151
11270,0,1412,2532
1120,2290,0,4181
11409,0,0,1460
6037,12090,0,2932
0,0,5771,4434
0,3743,10386,3062
1767,0,4616,5510
0,1003,3048,0
0,4062,253,405
0,2862,707,4699
2810,4975,2613,1940
3423,4023,0,2860
874,11360,2060,12458
0,0,4095,11086
6357,0,224,7745
8019,0,0,1899
0,2002,5739,2177
3377,7826,4327,5711
5302,0,1081,0
3276,8883,7465,0
2004,0,3288,0
0,3690,0,0
10274,6450,7269,0
0,1918,4025,4706
5473,7355,2919,4970
395,7276,0,0
1094,0,3083,891
2023,0,9953,0
3308,8794,9798,3282
3322,3981,0,0
697,0,4334,10665
7756,5224,1194,2617
0,0,126,4777
0,5538,953,1311
1578,1123,809,0
2434,0,0,4870
12953,6086,2934,0
3569,0,4421,0
4221,6202,729,579
6539,3236,5677,4596
3952,4733,3188,5458
4655,4438,0,600
4322,1067,1819,4838
4968,0,1101,0
1563,5049,0,3742
5485,6233,3447,1044
0,575,4940,1214
0,3635,0,4151
4363,1284,9051,5079
13759,0,6858,7626
0,5474,7137,2299
6779,4045,9232,4547
9969,0,4995,5973
0,0,5971,4530
4531,3730,0,3213
0,1165,4366,9279
0,2573,9951,14335
453,0,0,5976
1961,12269,5954,3438
6871,4874,5365,814
4277,2476,0,0
0,10091,0,518
13585,3589,3394,2536
1542,4725,5256,1388
9824,4924,4448,5964
1914,0,3826,3399
0,1722,0,1850
3646,9351,0,0
0,3918,4375,0
4211,0,4943,982
601,0,0,6897
13622,0,4981,4252
3191,2632,4268,0
3042,0,293,0
3372,2972,6182,3405
0,4071,0,1739
0,2859,3834,3729
12805,0,0,6597
1592,2993,0,0
4981,0,2889,4266
7031,0,0,7622
3138,0,11504,3014
0,0,0,5769
11214,3818,2281,2604
3038,854,7457,6227
3652,2103,13650,13634
549,0,4188,1296
4471,0,4622,2525
1309,7649,0,0
0,3329,1704,0
1941,4516,8051,3003
7146,2490,7912,1126
2879,0,0,10869
241,0,6129,0
3734,3954,2835,0
5830,0,0,3165
0,1591,0,2615
4652,5964,2541,4170
0,0,2221,2656
0,2432,851,4818
5746,4667,7479,0
779,0,6329,0
0,0,4442,3473
9068,2424,207,14610
3110,4300,3979,3438
4784,8587,4912,0
14261,4488,9150,8906
4766,6021,2531,0
0,1235,2356,0
2588,2450,1439,707
1652,7206,7748,8475
3588,1753,4791,0
2523,699,2268,0
0,4991,2083,3117
985,0,7676,2318
5163,3115,2120,0
4264,7457,5606,8728
4906,0,0,10509
0,1581,0,4144
5383,3673,7092,0
0,0,0,6480
0,0,0,10216
0,5128,2323,0
3812,2591,5804,4828
4547,3635,7139,238
10576,2718,3157,13447
573,8866,0,3304
4035,851,3009,0
4802,0,0,2424
3520,0,3926,4999
0,2090,0,7420
0,6386,3937,2410
2617,3759,10288,8301
438,1387,823,7797
3515,4856,404,0
9801,0,0,1234
6163,3819,5601,4499
8167,7398,1759,3307
7584,4568,4588,0
4475,3367,0,3418
2992,2178,0,8497
3978,4588,5381,3290
5627,762,7321,0
7145,0,2828,0
5712,4465,2673,2839
0,5123,0,949
6945,7213,0,8978
0,7998,7181,0
6335,0,2824,5245
1650,0,11927,4013
809,1501,3837,0
6600,0,12359,3041
7155,3875,3660,7462
0,6581,6860,0
11376,4734,0,2146
0,6965,5524,0
0,1987,0,0
4078,0,9113,0
4056,1285,0,1966
4026,4867,1800,5877
5039,853,2228,5597
0,3308,897,4203
440,3646,3578,3316
0,311,0,1647
0,0,0,904
2045,3510,0,0
2145,0,10940,2547
3834,0,2508,3984
0,11935,1779,0
3642,4281,4187,4488
4674,0,14376,3850
0,0,8450,0
3434,2387,2670,6829
0,4388,0,5004
11149,0,6172,5789
0,3097,698,1052
7483,1825,1357,6660
0,0,4065,5937
10786,5033,2824,9653
0,4972,19462,0
831,0,3328,5920
8287,0,2094,0
432,0,0,2886
12330,6064,756,7071
3382,4773,0,8690
0,0,0,4582
3617,3805,1304,2353
10018,1180,6119,0
884,2759,0,3326
637,773,0,5212
0,2875,1329,8000
1199,2648,7071,7135
0,3056,3615,0
5467,3756,2904,0
1914,4438,0,11402
287,861,4134,3392
683,4175,0,1398
716,10154,3233,5143
4645,2531,0,7789
1020,12366,4987,4861
0,6043,0,0
4505,0,5811,0
6651,2478,5207,10060
9015,3282,0,0
2254,0,0,2697
2912,11590,0,2529
3855,10251,0,0
0,1451,0,9669
5583,5941,0,9262
4682,0,0,5110
0,5092,1572,6932
3691,0,2041,13356
3354,0,5450,9139
0,3717,0,2158
6335,7037,3349,0
3631,5440,3415,0
0,0,1999,1092
2049,4459,3281,1336
4680,7619,8156,5566
4920,0,0,0
5578,0,4657,7976
4988,945,0,6816
4070,0,3895,5446
1836,0,0,6399
5193,4299,3019,8114
515,0,9235,8815
0,10692,0,0
0,9545,2368,2144
12310,0,2814,4506
0,3284,3623,2899
5799,1596,0,4438
994,1088,4699,2193
9226,2323,9177,0
1255,9944,4624,3982
0,0,4902,4768
5100,0,6563,0
4730,776,4526,1309
5672,2830,4547,4330
4819,4387,1161,2392
0,1873,6013,2442
0,10521,0,4918
0,7547,7402,0
3837,0,6454,0
3038,2482,8427,5415
17381,1376,0,5249
1219,3123,2980,1776
3667,3278,6129,4954
0,2357,0,0
2843,4314,0,1652
0,2415,1903,7081
1775,2778,1412,3324
4066,3984,3856,2517
0,4521,0,0
2430,3763,4346,0
1168,0,0,7181
4574,7118,3706,529
1966,2101,0,4508
3481,2312,807,5064
6982,769,3702,7005
4587,1157,1259,5636
4587,0,399,13052
7900,0,2215,6049
590,9684,3928,1429
4446,7432,0,4168
2008,2454,0,4700
4795,2976,4468,5095
6173,3576,1415,8239
11522,2715,314,0
10283,3681,5129,0
0,8274,5201,175
6306,5390,3148,582
0,3228,0,0
0,6307,0,5718
429,0,8857,961
1895,5265,1547,0
2443,3405,0,2913
0,4203,17822,5184
4866,3962,3133,0
0,3691,0,3729
9037,0,6358,1843
9375,1423,0,0
8698,2126,0,0
524,0,3396,3814
6580,0,379,2592
1976,4550,6100,0
1289,688,5183,9219
5850,5004,0,8354
8717,343,9785,5432
1300,0,10118,11194
0,4622,2805,4098
4789,5705,10151,3714
0,10525,0,4679
0,6674,3476,8948
0,2195,2605,6231
4368,7381,0,0
3273,6774,4449,12063
5736,4869,4628,8729
9685,4492,0,11873
0,3623,6719,1823
10822,1074,0,0
1311,4123,1365,8040
10432,5974,4881,5051
3458,8296,0,0
9904,5420,9319,3234
1927,5036,0,5113
10286,2594,4177,12016
8080,0,6181,5152
5909,3293,5186,0
8441,1652,1185,2069
0,4930,0,2345
1472,145,952,0
0,229,0,1277
8442,4711,4216,7715
7506,7305,7471,0
4464,0,4893,15739
3627,0,3320,0
808,5737,5017,0
11776,8209,0,1819
5015,5350,3482,4383
467,0,7523,928
2908,0,9353,4753
668,5394,10908,0
2940,4245,8095,11534
7119,2492,1571,0
1010,0,0,0
0,3841,3480,3051
0,5184,0,873
4169,6203,0,0
0,2499,3845,2189
4804,3096,6520,0
0,6342,1947,1117
9795,0,0,4185
2317,7907,3538,385
11784,3312,1973,5684
8332,8900,7675,7940
3525,5378,3841,4854
4614,5279,0,3555
0,1079,4274,0
3726,7646,4629,1575
1865,0,273,0
0,3701,17451,8631
0,6980,2696,8225
6373,9998,4601,3379
5047,1647,999,0
10254,6388,0,12724
4871,928,8495,0
4082,2449,0,0
0,0,477,3530
953,5214,2911,1629
1601,6054,0,1345
9904,4845,6995,0
5280,9161,3610,4583
12306,720,1224,569
3559,3663,1853,757
4304,3184,0,5306
9263,0,12125,3540
3355,2793,7552,1112
6732,3958,5089,3500
2012,0,4852,432
0,8505,2561,3566
0,4462,0,6190
1319,0,0,0
3944,7573,7028,4819
338,1568,0,1224
381,0,1833,2424
1191,8484,1903,0
4379,2504,4544,1531
6124,0,6904,0
3572,0,3818,0
2883,0,0,0
0,8112,0,8982
2742,1469,1642,9451
0,4384,5143,0
0,0,16185,1070
6149,984,0,1383
0,0,2510,0
5223,1550,4164,0
11885,8016,4233,417
1224,5717,1488,6927
12669,0,16281,5201
3459,13344,2069,0
0,951,0,4310
871,9699,0,5697
2938,0,2460,3389
0,2758,3629,352
7358,11930,5165,2188
0,0,3108,0
988,4753,3169,2078
12607,5123,569,0
5129,2255,0,0
0,0,4604,0
5541,4848,6496,0
3679,11418,0,0
2893,628,10150,6166
0,7390,323,9454
8343,17640,0,2671
1739,15953,5978,0
7399,0,8823,4599
1888,0,9371,4221
4280,277,0,0
5582,5044,0,7646
2320,955,3813,6986
0,3194,8150,0
0,5398,0,11326
4195,260,8074,1997
3985,0,5167,0
7712,8412,5544,1718
0,7743,1487,505
0,0,5843,730
3949,5078,2191,0
12020,2522,0,0
11027,0,10717,0
0,0,0,4041
3547,6686,0,6137
2099,2012,1487,5017
5294,0,5714,7122
6772,0,2145,4698
0,9319,3090,0
0,2693,9475,4749
0,0,0,8041
3865,13319,0,4879
5164,14472,7924,2365
0,3649,9120,5062
4020,2831,8160,7978
5483,3703,5768,7480
0,9118,991,6612
4140,1283,10122,7978
3464,7808,3571,1990
0,9302,2742,0
1638,0,0,20944
0,7112,5280,0
8735,0,378,1645
4974,1210,2863,9616
5415,6580,5010,4235
4404,0,0,10798
0,4961,0,2357
0,7231,4132,0
1018,0,6830,0
9264,3143,0,523
